""	"pValue"	"log2fc"	"tValue"	"neglog10pValue"
"ENSG00000004939"	0.55810013351221	-0.496464717605045	-1.46677673075707	0.253287873588681
"ENSG00000004948"	0.63428940559949	-0.525997604945879	-1.2706112922714	0.197712542469958
"ENSG00000004961"	0.709006243054286	0.0877604794813802	1.07693056951235	0.149349940681405
"ENSG00000004975"	0.0520078784500908	-0.206039571434344	-3.2736052704769	1.2839308619762
"ENSG00000005001"	0.778598285859353	-0.164701893364692	-0.883442645993411	0.108686556747633
"ENSG00000005007"	0.604280113350031	-0.112784614403399	-1.34710724416692	0.218761697997876
"ENSG00000005020"	0.676535253774277	0.149424707729811	1.15707612323947	0.169709567697965
"ENSG00000005022"	0.879891523575899	-0.0426453268544957	-0.562683668084022	0.0555708660501492
"ENSG00000005059"	0.25154040947437	0.505803922669113	2.28751751012325	0.599392236445014
"ENSG00000005073"	0.206531557547365	1.01396516245018	2.44080625693943	0.685013579738509
"ENSG00000005075"	0.380883682020146	-0.711360080532319	-1.90734800062807	0.419207633168437
"ENSG00000005100"	0.842202778142311	-0.0711712427394886	-0.68745264543434	0.074583330322681
"ENSG00000005102"	0.420054652127098	0.17946772394124	1.80601541223276	0.376694201094715
"ENSG00000005108"	0.177358058020515	0.421553067464041	2.5530976758889	0.751149075168668
"ENSG00000005156"	0.714221078006434	-0.319841618331322	-1.0616536271646	0.146167337107665
"ENSG00000005175"	0.35983835585732	0.618263557096988	1.96661086893488	0.443892546245161
"ENSG00000005187"	0.649141504046838	0.548798798814167	1.22785719633025	0.187660622570808
"ENSG00000005189"	0.532361118961631	-0.277719815757627	-1.53448309579888	0.273793670772547
"ENSG00000005194"	0.821465585548817	0.224008650450545	0.755185391702977	0.0854106261660053
"ENSG00000005206"	0.481771985658155	0.652279547776867	1.65273003907273	0.317158457197373
"ENSG00000005238"	0.946250101176832	0.0340118592209109	0.291122293095739	0.0239940610553713
"ENSG00000005243"	0.597305863609353	0.131611433658504	1.36340802154833	0.223803221866545
"ENSG00000005249"	0.00108952829333042	-0.427841986782578	-4.92605349866549	2.96276148732894
"ENSG00000005302"	0.523125065138362	0.152251691349752	1.55583328083853	0.281394470585284
"ENSG00000005339"	0.142654348908475	0.776231901274159	2.70171977460596	0.845714984061839
"ENSG00000005379"	0.984736592749142	-0.0252216341264955	-0.0826528255562303	0.00667992342534826
"ENSG00000005381"	0.92287926055122	0.158741253200984	0.397853233576059	0.0348551136071451
"ENSG00000005421"	0.550012138360629	-0.741632912665024	-1.48860481696182	0.259627725842357
"ENSG00000005436"	0.184466833960639	-0.255132238317939	-2.52312246837766	0.73408170605053
"ENSG00000005448"	0.951587425460558	0.0341402601124283	0.262684450987844	0.0215513054842605
"ENSG00000005469"	0.497877123732688	0.161173122091524	1.61358775561447	0.302877828062565
"ENSG00000005471"	0.630158451856061	0.593673594728261	1.28389903730559	0.200550234491888
"ENSG00000005483"	0.57643406145967	0.125920989253823	1.41893620051324	0.239250364660752
"ENSG00000005486"	0.262044384219081	0.242162243190103	2.25676273914329	0.581625143073764
"ENSG00000005513"	0.617667323597844	0.453585405444855	1.3138565963643	0.209245373498822
"ENSG00000005700"	0.972145100729794	0.0119218570366009	0.155659688323554	0.0122689081774584
"ENSG00000005801"	0.977067668035415	0.0209982735986625	0.123869447360653	0.0100753576356667
"ENSG00000005810"	0.0281450813531181	-0.25378191579939	-3.5796372737537	1.55059749167746
"ENSG00000005812"	0.632615904203115	-0.0978466761322618	-1.27622162602398	0.198859893955504
"ENSG00000005844"	0.41081924207296	0.58715132927271	1.83297876354388	0.386349222985187
"ENSG00000005882"	8.18304483705553e-05	-0.741109310665307	-5.92921350646482	4.08708506920366
"ENSG00000005889"	0.60603598600973	-0.360865483043657	-1.34295671821179	0.217501586953456
"ENSG00000005893"	0.142222829866746	0.328281935702391	2.70419031380896	0.847030684272005
"ENSG00000005955"	0.131688534109522	-0.194171187721588	-2.75871827800621	0.880452036653553
"ENSG00000005961"	0.782749886712291	-0.254266754843807	-0.873114151440652	0.106376986566659
"ENSG00000005981"	0.646589945268934	-0.606084570258349	-1.23531542392704	0.189371053124047
"ENSG00000006007"	0.546455490493547	0.1255104948089	1.4983684723275	0.262445206120975
"ENSG00000006015"	0.64838583923188	0.181212454366984	1.23004979506676	0.188166478725761
"ENSG00000006016"	0.172146271474168	1.01896427939646	2.5773594276058	0.764102379266194
"ENSG00000006025"	0.441571620943023	0.348769139906662	1.75188243324281	0.354998845749617
"ENSG00000006042"	0.289186544260942	0.44609366512981	2.16677188431741	0.538821918463173
"ENSG00000006047"	0.0383446741375479	-0.390026298820626	-3.42396942625571	1.41629494861977
"ENSG00000006059"	0.93981378103559	-0.0682018626910148	-0.322462773668529	0.026958190954022
"ENSG00000006062"	0.760541792548651	0.139391445427773	0.937627860216173	0.118876916029699
"ENSG00000006071"	0.491015471894965	-0.366755880368748	-1.62722196476145	0.30890482304456
"ENSG00000006074"	0.00537010572739892	1.69829604734552	4.2860279126776	2.27001716376526
"ENSG00000006075"	0.0225000536275916	1.44295225185779	3.67353201543313	1.64781644677133
"ENSG00000006114"	0.15057826487258	-0.226399089989137	-2.66854031169104	0.822237711582427
"ENSG00000006116"	0.944292729223674	-0.0902441133472069	-0.302135876399534	0.0248933542407627
"ENSG00000006118"	0.815028647170919	0.270335249716661	0.776213543871686	0.0888271261194072
"ENSG00000006125"	0.00381387647152358	-0.368082216990054	-4.43303142779568	2.41863337752086
"ENSG00000006128"	0.884263495811787	0.315901916907422	0.546674384771308	0.0534183031707051
"ENSG00000006194"	0.48302636365737	-0.152140785608367	-1.64847918157807	0.316029164738234
"ENSG00000006210"	0.413839035388335	-0.524218423092686	-1.82467310601165	0.383168546888775
"ENSG00000006282"	0.268762936606934	0.865397407130615	2.23394481793409	0.570630622288288
"ENSG00000006283"	0.468479881919838	-0.307876530691787	-1.6861284642105	0.329309054421453
"ENSG00000006327"	0.570730806705021	0.485345246577918	1.43297502111799	0.243568684624861
"ENSG00000006377"	0.542306985661346	0.761271854098427	1.50831753375707	0.265754801217071
"ENSG00000006432"	0.571502994916832	0.629613737071178	1.43056349354877	0.242981489376406
"ENSG00000006451"	0.652882584367319	-0.123646653405574	-1.21783923615549	0.185164916039509
"ENSG00000006453"	0.569680746950352	-0.268703101991056	-1.43559177267846	0.244368457802428
"ENSG00000006459"	0.918092719799768	0.0374526809664335	0.415938063382845	0.0371134564196931
"ENSG00000006468"	0.338029172830865	-0.606205205218697	-2.02430094481606	0.471045817317789
"ENSG00000006530"	0.30391835672849	1.10811119448795	2.12304648594655	0.517243067655752
"ENSG00000006534"	0.119848075815829	0.888819501869588	2.81408376162833	0.921368934256744
"ENSG00000006555"	0.983497662132141	-0.0410003124698886	-0.0901915712929263	0.00722666810287269
"ENSG00000006576"	0.126894179389296	0.276562177630556	2.78218049175543	0.896558298449704
"ENSG00000006606"	0.96520545726622	-0.0721925646835437	-0.19412189030231	0.0153802312577551
"ENSG00000006607"	0.423545777728776	-0.16617742904705	-1.7988834238645	0.373099643324841
"ENSG00000006611"	0.725281987561183	0.395941797203304	1.03376127212651	0.139493108144102
"ENSG00000006625"	0.0232295677650933	-0.361531025234429	-3.66008676078302	1.63395887108574
"ENSG00000006634"	0.938371456775831	0.0432487752773447	0.329057837439142	0.0276252109876708
"ENSG00000006638"	0.341906598348278	0.445429153426136	2.01224043030448	0.466092517809445
"ENSG00000006652"	0.597800554030754	-0.132935309550284	-1.36248051033772	0.223443686800272
"ENSG00000006659"	0.813078890038999	0.287269057973926	0.781656065863225	0.0898673143734263
"ENSG00000006695"	0.95708134675234	-0.0261444006022007	-0.236991913855756	0.0190511479658359
"ENSG00000006704"	0.634283383294338	-0.136848915877323	-1.27065655228171	0.197716665928886
"ENSG00000006712"	0.60055185289158	0.12192553506963	1.35632106357095	0.221449488756547
"ENSG00000006715"	0.829107576190084	0.113259500394129	0.728559886495156	0.0813891163560258
"ENSG00000006740"	0.615872645308527	-0.386353091037612	-1.31769642683981	0.210509085169997
"ENSG00000006744"	0.7749909056528	-0.0854746534383199	-0.891840243196019	0.110703393813663
"ENSG00000006747"	0.00266568733652362	2.03763904735185	4.56627696989352	2.57419079115081
"ENSG00000006756"	0.360243214398978	0.184889456724987	1.96557697365576	0.443404190879926
"ENSG00000006757"	0.742707418949808	0.112735753799774	0.988253962047932	0.129182237868608
"ENSG00000006788"	0.957898117126645	0.0821465513557911	0.231658851448931	0.0186806804023519
"ENSG00000006831"	0.752137645524484	-0.0809680285123058	-0.962047383926689	0.123702673741488
"ENSG00000006837"	0.907803098639845	-0.164885104807537	-0.453071685850867	0.0420083391962879
"ENSG00000007001"	0.772850879824689	-0.430204593932147	-0.899353054465746	0.111904294331013
"ENSG00000007038"	0.997969247668386	0.00569938011875948	0.0139837194745572	0.000882841251405199
"ENSG00000007047"	0.699765904325832	0.330651943967398	1.10055241460793	0.155047222075871
"ENSG00000007062"	0.692735298567256	-0.56298501899118	-1.11732340016621	0.159432682173469
"ENSG00000007080"	0.154916453542623	0.399108526383886	2.64864681335958	0.809902453749593
"ENSG00000007129"	0.561129429442237	-0.596053656046185	-1.4589668519704	0.250936953343948
"ENSG00000007168"	0.536122193804991	-0.115264414323901	-1.52407965868092	0.27073621395072
"ENSG00000007171"	0.889653909818559	-0.199656767367647	-0.529368263584445	0.0507789082852388
"ENSG00000007174"	0.0619795499504372	-1.09599242350484	-3.17588551117877	1.20775158160999
"ENSG00000007202"	0.393089055148548	0.460814559665232	1.87729127533873	0.405509048153362
"ENSG00000007216"	0.660669693418757	-0.495833647055969	-1.19730797899878	0.180015614915431
"ENSG00000007237"	0.131296037665065	0.807465300677806	2.76066031006629	0.88174838012654
"ENSG00000007255"	0.426586003790815	0.200591878566676	1.79248999374145	0.36999339777579
"ENSG00000007264"	0.343520673075252	0.803637975206131	2.00763404650953	0.464047121974602
"ENSG00000007306"	0.576962179760098	-0.711808276723208	-1.41665072995959	0.238852654192311
"ENSG00000007312"	0.420978101176815	-0.754191158378822	-1.80462343283761	0.375740495103593
"ENSG00000007314"	0.0068699104491269	-0.518437751296336	-4.18305668360925	2.16304892403266
"ENSG00000007341"	0.368689028157439	-0.601458610480199	-1.94238711877417	0.433339786401426
"ENSG00000007350"	0.652369435313834	-0.374510884461677	-1.21945653556255	0.185506394635893
"ENSG00000007372"	0.855103268644378	-0.193610137106283	-0.645712639425851	0.0679814334658063
"ENSG00000007376"	0.664705877584175	0.249872184042935	1.18785891329653	0.177370481010592
"ENSG00000007384"	0.669861355222211	0.128306610809151	1.17524336169699	0.174015076243616
"ENSG00000007392"	0.646204654377438	-0.121228528915047	-1.23664931777532	0.189629918241683
"ENSG00000007402"	0.848891520971281	0.224278801419961	0.666364747514056	0.0711478042832974
"ENSG00000007516"	0.908903778405683	0.155401266276008	0.44887112484735	0.041482091166762
"ENSG00000007520"	0.134515040365429	0.253921853711407	2.74526973547314	0.871229153709725
"ENSG00000007541"	0.896344738839467	-0.161542316049842	-0.508482240153235	0.0475249262968115
"ENSG00000007545"	0.840378769739926	-0.0765408696684684	-0.693505634218247	0.0755249275907662
"ENSG00000007866"	0.917502397557696	-0.0480407464560155	-0.420680176920345	0.0373927922042469
"ENSG00000007908"	0.949480138873935	0.122139069973548	0.274862222614561	0.0225141153584207
"ENSG00000007923"	0.251474313105605	-0.332151467190924	-2.28920700962105	0.599506369439954
"ENSG00000007933"	0.439691523741945	0.373059120786531	1.75696293720969	0.356851906514892
"ENSG00000007944"	0.652615792691851	-0.102642517428201	-1.21868933996803	0.185342420900675
"ENSG00000007952"	0.80685614218055	-0.301236921777264	-0.799639550966162	0.0932038905895149
"ENSG00000007968"	0.868163884766061	-0.226695440224897	-0.603675804081445	0.0613982845800705
"ENSG00000008018"	0.841535621894694	0.0411387395049427	0.690145606878055	0.0749274957726875
"ENSG00000008056"	0.671907823759325	-0.399489978131571	-1.17008124576605	0.172690301914104
"ENSG00000008083"	0.395341475374268	0.329468029423337	1.87157224880755	0.40302762132286
"ENSG00000008086"	0.949715887647051	-0.0926101195353919	-0.273355616417975	0.0224062966915994
"ENSG00000008118"	0.793417950775877	-0.194265813699356	-0.840775625855572	0.100497978005152
"ENSG00000008128"	0.6084893276111	0.420664236849695	1.33598523457683	0.215747034525542
"ENSG00000008130"	0.374872271094087	-0.502429281187506	-1.92574516945892	0.426116682694486
"ENSG00000008196"	0.536112292375492	-0.754494831303756	-1.52488623200918	0.270744234838408
"ENSG00000008197"	0.825294541332226	0.282508379068274	0.742989732114062	0.083391027394147
"ENSG00000008226"	0.294484275803163	0.811524257043112	2.15100893324155	0.530937889719777
"ENSG00000008256"	0.236180050333176	-0.160048978196926	-2.34376130246329	0.626756789178575
"ENSG00000008277"	0.155418235468336	0.662338083988912	2.64421778563154	0.808498026084349
"ENSG00000008282"	0.332399251968773	-0.1437014378479	-2.04018793085616	0.478339962223064
"ENSG00000008283"	0.0100670383621486	0.712737155595246	4.01943756962214	1.99709827643304
"ENSG00000008294"	0.388634533558164	0.192372485665553	1.88814789658477	0.410458611179902
"ENSG00000008300"	0.825381211785513	0.218571642295835	0.742203763746959	0.0833454212239831
"ENSG00000008311"	0.000837220930439209	-0.944081398774349	-5.02987559522992	3.07715992287919
"ENSG00000008323"	0.961780345788327	0.0293516052064255	0.211976365340684	0.0169241020832657
"ENSG00000008324"	0.911591230991668	0.0312925385499234	0.439906277075929	0.0401998611466064
"ENSG00000008382"	0.956147499062567	0.0382788346962926	0.239608782941857	0.0194751065860514
"ENSG00000008394"	0.907803098639845	-0.0423813708624117	-0.452500039730949	0.0420083391962879
"ENSG00000008405"	0.174658788088265	0.323835705676894	2.56676894154415	0.757809557623126
"ENSG00000008438"	0.412773299736756	-0.557600033710052	-1.82795516510107	0.384288402834384
"ENSG00000008441"	0.324766217139759	0.32689750076173	2.06228536568364	0.488429153300475
"ENSG00000008513"	0.0371199002384595	-0.453686053831193	-3.44048453597467	1.43039319963919
"ENSG00000008516"	0.668188732837646	0.347268627303458	1.18014628073261	0.175100851816254
"ENSG00000008517"	0.872024567261743	0.203980263000511	0.592537263218199	0.0594712796592723
"ENSG00000008710"	0.450216764192756	-0.176925097768926	-1.72922521553738	0.346578337720981
"ENSG00000008735"	0.816471253878562	0.216296598380331	0.771647910808296	0.0880591011926968
"ENSG00000008838"	0.982687148674414	-0.0111198920410835	-0.0980855654705004	0.00758472350051705
"ENSG00000008853"	0.606734802707203	-0.540945430516601	-1.34036838817495	0.217001092924432
"ENSG00000008869"	0.0830720871783757	-0.222987527519004	-3.01932618435891	1.08054487778968
"ENSG00000008952"	0.0120972440081424	0.529545242864412	3.94098704078694	1.9173135593022
"ENSG00000008988"	0.0208465866024512	-0.27668795997748	-3.7039596262063	1.68096504577791
"ENSG00000009307"	0.563853609958013	0.125920373563746	1.45098348832776	0.248833634739549
"ENSG00000009335"	0.674178178071321	-0.563699492205251	-1.16314352865177	0.171225308914702
"ENSG00000009413"	0.677687019648978	-0.0976559625917925	-1.15339635281801	0.168970832714423
"ENSG00000009694"	0.743078473564293	0.185433637373942	0.986865353873433	0.128965319703322
"ENSG00000009709"	0.746077469503665	0.414401832255352	0.978344141735711	0.127216074898454
"ENSG00000009724"	0.57641779133741	0.438410736950057	1.41898817099279	0.239262622999585
"ENSG00000009765"	0.845630505826945	-0.35533682474686	-0.677619986816887	0.0728193583953589
"ENSG00000009780"	0.511173010188711	-0.183340040810627	-1.58362816462854	0.291432084887904
"ENSG00000009790"	0.55208788950499	0.702181335835248	1.48276122363775	0.257991779356586
"ENSG00000009830"	0.471379456357721	-0.376900318708238	-1.6782383682785	0.326629348805535
"ENSG00000009844"	0.43449775227203	-0.161350221810068	-1.77159363957998	0.362012465885922
"ENSG00000009950"	0.379972829910574	-0.249993422522671	-1.91189578410952	0.42024745665102
"ENSG00000009954"	0.558769296987398	-0.199200858062609	-1.46503403080079	0.252767465326795
"ENSG00000010017"	0.123256805412846	-0.217514492060353	-2.79795463001492	0.909189092564714
"ENSG00000010030"	0.720997189408683	0.243080069973537	1.04502760850875	0.142066428244065
"ENSG00000010072"	0.816490691032412	0.175993550142925	0.771329676231739	0.0880487623741005
"ENSG00000010165"	0.922271076476593	0.0578592270435418	0.400933864440417	0.0351414111427516
"ENSG00000010219"	0.760888393276543	-0.106479151175492	-0.936280411285105	0.118679040652237
"ENSG00000010244"	0.0735912602482147	-0.267200425115997	-3.08766112514107	1.13317375972976
"ENSG00000010256"	0.812074405144481	-0.0819327932237695	-0.784519380488124	0.0904041773311421
"ENSG00000010270"	0.820282593416079	-0.0609752785728279	-0.757417050190753	0.0860365041793145
"ENSG00000010278"	0.0213417206827728	0.841586729380788	3.69535142731064	1.67077056837417
"ENSG00000010282"	0.668101657016819	-0.430220530602143	-1.18073102071753	0.175157451113582
"ENSG00000010292"	0.989112619171064	-0.0121080590431024	-0.0607367865207762	0.0047542573411083
"ENSG00000010295"	0.449583547350033	0.134294010266071	1.7306617744144	0.347189590290049
"ENSG00000010310"	0.0075683019101317	-1.08827230452545	-4.14205872411927	2.12100155164736
"ENSG00000010318"	0.385343619304852	0.412085642181104	1.89673197926721	0.414151827864261
"ENSG00000010319"	0.251114950012706	0.230302550969707	2.29150483994296	0.600127430995766
"ENSG00000010322"	0.431114601212808	-0.147166570246117	-1.78051122732268	0.365407267986366
"ENSG00000010327"	0.121119903062662	0.395203062584489	2.80830798000281	0.916784485427951
"ENSG00000010361"	0.0786951206439826	-0.862131662907167	-3.04817587905528	1.10405219449084
"ENSG00000010379"	0.898595524480434	0.209113692144452	0.498346974068909	0.0464357487724742
"ENSG00000010404"	0.0450459782525379	0.28030598020389	3.34421376909354	1.34634397717544
"ENSG00000010438"	0.598472014505087	0.465558352616466	1.3606933565139	0.222956153077418
"ENSG00000010539"	0.706672647461607	0.111328867682158	1.08358215235334	0.150781718203295
"ENSG00000010610"	0.0876762064036884	0.546132932547192	2.98954172512624	1.05711824961686
"ENSG00000010626"	0.838737474523901	0.254305894779828	0.700662930698058	0.0763739524095631
"ENSG00000010671"	0.0954284791550147	0.895867626116956	2.94291874753118	1.02032199747496
"ENSG00000010704"	0.160161299608551	0.940006970900746	2.62505510347962	0.795442415822971
"ENSG00000010803"	0.112939020492573	-0.30921552312339	-2.84607121287384	0.94715598317002
"ENSG00000010810"	0.103125860750752	0.21120176911602	2.90028652578372	0.986632413542704
"ENSG00000010818"	0.674394692070489	0.107968211901863	1.16253382632119	0.1710858565529
"ENSG00000010932"	0.976391679880638	0.0170012653433691	0.129159510418481	0.0103759299895102
"ENSG00000011007"	0.0933804782069427	-0.235036559955999	-2.95500509599075	1.02974390635183
"ENSG00000011009"	0.033853165166155	-0.379356152883375	-3.48680057237607	1.47040071989073
"ENSG00000011021"	0.813493277086549	-0.0942038571969892	-0.780487424543866	0.0896460318313373
"ENSG00000011028"	0.206403639335882	-0.244046572478679	-2.44133251049946	0.685282649440382
"ENSG00000011052"	0.321291940851715	-0.842180033743423	-2.07235164855277	0.493100167967079
"ENSG00000011083"	0.66940102176648	-0.250368984872991	-1.17612732468528	0.174313629075336
"ENSG00000011105"	0.739703748967725	-0.0958656170762104	-0.996516665041188	0.130942180200526
"ENSG00000011114"	0.630586760649006	0.107247320005506	1.28308889280905	0.200255151630359
"ENSG00000011132"	0.900386801375847	-0.19805082332196	-0.491000933931587	0.0455708798772607
"ENSG00000011143"	0.376832131357027	-0.628320791693489	-1.91974528125149	0.423852073299256
"ENSG00000011198"	0.000955992335250788	-0.635121611066431	-4.98128220235685	3.01954558970259
"ENSG00000011201"	0.973210521802887	0.0174074680270984	0.148772176897222	0.0117932043690123
"ENSG00000011243"	0.536112292375492	-0.177484265954563	-1.52468316681166	0.270744234838408
"ENSG00000011258"	0.333420124962815	-0.185881690366354	-2.03800775512112	0.477008190061345
"ENSG00000011260"	0.792602488017597	-0.0784997833250127	-0.843197674616947	0.100944568728277
"ENSG00000011275"	0.363527821137603	0.178675284280908	1.95542143231373	0.439462346554092
"ENSG00000011295"	0.816490691032412	-0.0547176876755806	-0.771213995643909	0.0880487623741005
"ENSG00000011304"	0.540372168131595	0.134229026703638	1.51214755068411	0.267307027411184
"ENSG00000011332"	0.798004999613354	0.177775092047279	0.825518853013524	0.0979943877248477
"ENSG00000011347"	0.766647819971927	-0.502320424851486	-0.915885408379721	0.115404094940505
"ENSG00000011376"	0.938173071012281	0.049940236856985	0.330404459198913	0.0277170370450258
"ENSG00000011405"	0.729845796416274	-0.0769077217373386	-1.02156681088699	0.13676888897512
"ENSG00000011422"	0.190363047911921	0.508666021719229	2.50237132294419	0.720417350307763
"ENSG00000011426"	0.755508862302972	-0.509573326579527	-0.952227584311728	0.121760436915024
"ENSG00000011451"	0.696468746621794	0.313277737982856	1.10740271148466	0.157098367358083
"ENSG00000011454"	0.474337379053378	-0.118558994888492	-1.66949680410654	0.323912650433556
"ENSG00000011465"	0.29463948781253	0.418635300449697	2.1501803851079	0.530709049109651
"ENSG00000011478"	0.799369038937976	-0.292536434269494	-0.821955489067689	0.097252676789932
"ENSG00000011485"	0.903760820734905	0.149915450004862	0.474001507546099	0.0439464898552814
"ENSG00000011523"	0.151690649568345	-0.23581170575196	-2.6639728506603	0.81904118892999
"ENSG00000011566"	0.488406394661001	0.146420879541704	1.63494016810507	0.311218658511337
"ENSG00000011590"	0.816548842376375	-0.303866941083506	-0.770489548555495	0.0880178325560619
"ENSG00000011600"	0.00284047425720624	1.26801838862569	4.54232042455425	2.54660914231488
"ENSG00000011638"	0.000662710419105235	0.590955443051273	5.11541931706585	3.17867620139572
"ENSG00000011677"	0.391762303377507	-0.917721088551647	-1.88153629225411	0.406977355535682
"ENSG00000012048"	0.283293440459701	0.318933110516801	2.18476367573166	0.547763481268961
